央卫频道,#genre#
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17


CCTV1,http://k.061899.xyz/m.php?id=cctv1
CCTV2,http://k.061899.xyz/m.php?id=cctv2
CCTV3,http://k.061899.xyz/m.php?id=cctv3
CCTV4,http://k.061899.xyz/m.php?id=cctv4
CCTV5,http://k.061899.xyz/m.php?id=cctv5
CCTV5+,http://k.061899.xyz/m.php?id=cctv5p
CCTV6,http://k.061899.xyz/m.php?id=cctv6
CCTV7,http://k.061899.xyz/m.php?id=cctv7
CCTV8,http://k.061899.xyz/m.php?id=cctv8
CCTV9,http://k.061899.xyz/m.php?id=cctv9
CCTV10,http://k.061899.xyz/m.php?id=cctv10
CCTV11,http://k.061899.xyz/m.php?id=cctv11
CCTV12,http://k.061899.xyz/m.php?id=cctv12
CCTV13,http://k.061899.xyz/m.php?id=cctv13
CCTV14,http://k.061899.xyz/m.php?id=cctv14
CCTV15,http://k.061899.xyz/m.php?id=cctv15
CCTV16,http://k.061899.xyz/m.php?id=cctv16
CCTV17,http://k.061899.xyz/m.php?id=cctv17


CCTV1,http://j.s.bkpcp.top/jj/cctv1
CCTV2,http://j.s.bkpcp.top/jj/cctv2
CCTV3,http://j.s.bkpcp.top/jj/cctv3
CCTV4,http://j.s.bkpcp.top/jj/cctv4
CCTV5,http://j.s.bkpcp.top/jj/cctv5
CCTV5+,http://j.s.bkpcp.top/jj/cctv5p
CCTV6,http://j.s.bkpcp.top/jj/cctv6
CCTV7,http://j.s.bkpcp.top/jj/cctv7
CCTV8,http://j.s.bkpcp.top/jj/cctv8
CCTV9,http://j.s.bkpcp.top/jj/cctv9
CCTV10,http://j.s.bkpcp.top/jj/cctv10
CCTV11,http://j.s.bkpcp.top/jj/cctv11
CCTV12,http://j.s.bkpcp.top/jj/cctv12
CCTV13,http://j.s.bkpcp.top/jj/cctv13
CCTV14,http://j.s.bkpcp.top/jj/cctv14
CCTV15,http://j.s.bkpcp.top/jj/cctv15
CCTV16,http://j.s.bkpcp.top/jj/cctv16
CCTV17,http://j.s.bkpcp.top/jj/cctv17


CCTV1,http://183.222.242.31:8088/hls/1/index.m3u8
CCTV2,http://183.222.242.31:8088/hls/2/index.m3u8
CCTV3,http://183.222.242.31:8088/hls/3/index.m3u8
CCTV4,http://183.222.242.31:8088/hls/4/index.m3u8
CCTV5,http://183.222.242.31:8088/hls/5/index.m3u8
CCTV6,http://183.222.242.31:8088/hls/6/index.m3u8
CCTV7,http://183.222.242.31:8088/hls/7/index.m3u8
CCTV8,http://183.222.242.31:8088/hls/8/index.m3u8
CCTV9,http://183.222.242.31:8088/hls/9/index.m3u8
CCTV10,http://183.222.242.31:8088/hls/10/index.m3u8
CCTV11,http://183.222.242.31:8088/hls/11/index.m3u8
CCTV12,http://183.222.242.31:8088/hls/12/index.m3u8
CCTV13,http://183.222.242.31:8088/hls/13/index.m3u8
CCTV14,http://183.222.242.31:8088/hls/14/index.m3u8
CCTV15,http://183.222.242.31:8088/hls/15/index.m3u8
CCTV5+,http://183.222.242.31:8088/hls/16/index.m3u8


CCTV1,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV1
CCTV2,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV2
CCTV3,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV3
CCTV4,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV4
CCTV5,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV5
CCTV6,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV6
CCTV7,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV7
CCTV8,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV8
CCTV9,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV9
CCTV10,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV10
CCTV11,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV11
CCTV12,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV12
CCTV13,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV13
CCTV14,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV14
CCTV15,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV15
CCTV16,http://iptv.morefun.cn/sttv/gddx/gddx.php?id=cctv16
CCTV17,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV17
CCTV5+,http://iptv.morefun.cn/sttv/cctv/miguHD.php?id=CCTV5p

CCTV1,http://m.061899.xyz/mg/cctv1
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV3,http://m.061899.xyz/mg/cctv3
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV5,http://m.061899.xyz/mg/cctv5
CCTV5+,http://m.061899.xyz/mg/cctv5p
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV7,http://m.061899.xyz/mg/cctv7
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV9,http://m.061899.xyz/mg/cctv9
CCTV10,http://m.061899.xyz/mg/cctv10
CCTV11,http://m.061899.xyz/mg/cctv11
CCTV12,http://m.061899.xyz/mg/cctv12
CCTV13,http://m.061899.xyz/mg/cctv13
CCTV14,http://m.061899.xyz/mg/cctv14
CCTV15,http://m.061899.xyz/mg/cctv15
CCTV16,http://m.061899.xyz/mg/cctv16
CCTV17,http://m.061899.xyz/mg/cctv17


CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV2,http://go.bkpcp.top/mg/cctv2
CCTV3,http://go.bkpcp.top/mg/cctv3
CCTV4,http://go.bkpcp.top/mg/cctv4
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12
CCTV13,http://go.bkpcp.top/mg/cctv13
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17
CCTV5+,http://go.bkpcp.top/mg/cctv5p


CCTV1,http://ik.kimkimkk.top:2222/rtp/239.0.1.3:8008
CCTV2,http://ik.kimkimkk.top:2222/rtp/239.0.1.4:8084
CCTV1,http://ik.kimkimkk.top:2222/rtp/239.0.1.65:8080
CCTV2,http://ik.kimkimkk.top:2222/rtp/239.0.1.66:8004
CCTV3,http://ik.kimkimkk.top:2222/rtp/239.0.1.103:5052
CCTV3,http://ik.kimkimkk.top:2222/rtp/239.0.1.177:6037
CCTV4,http://ik.kimkimkk.top:2222/rtp/239.0.1.67:8216
CCTV4,http://ik.kimkimkk.top:2222/rtp/239.0.1.180:6040
CCTV5,http://ik.kimkimkk.top:2222/rtp/239.0.1.104:5053
CCTV5,http://ik.kimkimkk.top:2222/rtp/239.0.1.175:6035
CCTV6,http://ik.kimkimkk.top:2222/rtp/239.0.1.105:5054
CCTV6,http://ik.kimkimkk.top:2222/rtp/239.0.1.176:6036
CCTV7,http://ik.kimkimkk.top:2222/rtp/239.0.1.68:8024
CCTV7,http://ik.kimkimkk.top:2222/rtp/239.0.1.96:8104
CCTV8,http://ik.kimkimkk.top:2222/rtp/239.0.1.106:5055
CCTV8,http://ik.kimkimkk.top:2222/rtp/239.0.1.174:6034
CCTV9,http://ik.kimkimkk.top:2222/rtp/239.0.1.69:8032
CCTV9,http://ik.kimkimkk.top:2222/rtp/239.0.1.97:8112
CCTV10,http://ik.kimkimkk.top:2222/rtp/239.0.1.70:8228
CCTV10,http://ik.kimkimkk.top:2222/rtp/239.0.1.98:8116
CCTV11,http://ik.kimkimkk.top:2222/rtp/239.0.1.71:5400
CCTV12,http://ik.kimkimkk.top:2222/rtp/239.0.1.72:8232
CCTV12,http://ik.kimkimkk.top:2222/rtp/239.0.1.99:8124
CCTV13,http://ik.kimkimkk.top:2222/rtp/239.0.1.73:8264
CCTV14,http://ik.kimkimkk.top:2222/rtp/239.0.1.74:8236
CCTV14,http://ik.kimkimkk.top:2222/rtp/239.0.1.100:8132
CCTV15,http://ik.kimkimkk.top:2222/rtp/239.0.1.75:8052
CCTV17,http://ik.kimkimkk.top:2222/rtp/239.0.1.192:9264
CCTV5+,http://ik.kimkimkk.top:2222/rtp/239.0.1.101:8004


CCTV1,rtmp://play.kankanlive.com/live/1698234869325962
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV2,rtmp://play.kankanlive.com/live/1698234898628961
CCTV2,http://play.kankanlive.com/live/1698234898628961.m3u8
CCTV11,rtmp://play.kankanlive.com/live/1698423476198918
CCTV11,http://play.kankanlive.com/live/1698423476198918.m3u8
CCTV12,rtmp://play.kankanlive.com/live/1698423511884917
CCTV12,http://play.kankanlive.com/live/1698423511884917.m3u8
CCTV13,rtmp://play.kankanlive.com/live/1698423543275916
CCTV13,http://play.kankanlive.com/live/1698423543275916.m3u8
CCTV14,rtmp://play.kankanlive.com/live/1698423575756915
CCTV14,http://play.kankanlive.com/live/1698423575756915.m3u8
CCTV15,rtmp://play.kankanlive.com/live/1698423607826914
CCTV15,http://play.kankanlive.com/live/1698423607826914.m3u8



广东卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30025
深圳卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30026
广西卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30040
湖南卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30000
安徽卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30030
北京卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30024
兵团卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30121
东方卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30023
东南卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30038
甘肃卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30042
贵州卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30039
海南卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30048
河北卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30035
河南卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30041
黑龙江卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30032
湖北卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30029
吉林卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30037
江苏卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30021
江西卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30036
辽宁卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30033
内蒙古卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30045
宁夏卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30046
青海卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30043
厦门卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30123
山东卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30028
山西卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30044
陕西卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30050
四川卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30034
天津卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30027
西藏卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30049
新疆卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30051
云南卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30047
浙江卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30022
重庆卫视,http://iptv.morefun.cn/sttv/cctv/zbzg/zbzg.php?id=30031


湖南卫视,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/01.m3u8?&HlsSubType=&encrypt=
湖南卫视,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-1200/01.m3u8?&HlsSubType=&encrypt=
湖南卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/hunanhd265/57/20191230/01.m3u8?&HlsSubType=&encrypt=
湖南卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/hunanhd265/51/20191230/01.m3u8?&HlsSubType=&encrypt=
江苏卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jswshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=
江苏卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jswshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=
浙江卫视,https://play-qukan.cztv.com/live/1746687468244305.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
东方卫视,https://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/3000/01.m3u8?&HlsSubType=&encrypt=
东方卫视,https://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/1200/01.m3u8?&HlsSubType=&encrypt=
东方卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongfanghd265/57/20191230/01.m3u8?&HlsSubType=&encrypt=
东方卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongfanghd265/51/20191230/01.m3u8?&HlsSubType=&encrypt=
广东卫视,https://hlsbkmgsplive.miguvideo.com/ws_w/gdws/gdws3000/3000/01.m3u8?&HlsSubType=&encrypt=
广东卫视,https://hlsbkmgsplive.miguvideo.com/ws_w/2018/gdws/gdws2000/2000/01.m3u8?&HlsSubType=&encrypt=
广东卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/gdwshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=
广东卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/gdwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=
山东卫视,https://hlsbkmgsplive.miguvideo.com/wd_r4/yg/shandongwshd/3000/01.m3u8?&HlsSubType=&encrypt=
山东卫视,https://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/01.m3u8?&HlsSubType=&encrypt=
湖北卫视,https://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/2000/01.m3u8?&HlsSubType=&encrypt=
湖北卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/hbwshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=
湖北卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/hbwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=
辽宁卫视,https://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/liaoningwshd/2000/01.m3u8?&HlsSubType=&encrypt=
辽宁卫视,https://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/liaoningwshd/3000/01.m3u8?&HlsSubType=&encrypt=
辽宁卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=
辽宁卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=
东南卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/57/20230724/01.m3u8?&HlsSubType=&encrypt=
江西卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jxwshd/51/20190820/01.m3u8?&HlsSubType=&encrypt=
江西卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jxwshd/57/20190820/01.m3u8?&HlsSubType=&encrypt=
陕西卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/01.m3u8?&HlsSubType=&encrypt=
吉林卫视,http://stream4.jlntv.cn/jlwshd/sd/live.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/540p.m3u8
东方卫视,https://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/600/01.m3u8?&HlsSubType=&encrypt=
湖北卫视,https://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/1000/01.m3u8?&HlsSubType=&encrypt=
贵州卫视,https://hlsbkmgsplive.miguvideo.com/wd-guizhouwssd-600/01.m3u8?&HlsSubType=&encrypt=
大湾区卫视,https://hlsbkmgsplive.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/01.m3u8?&HlsSubType=&encrypt=
辽宁卫视,https://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/liaoningwshd/1000/01.m3u8?&HlsSubType=&encrypt=
东南卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/51/20230724/01.m3u8?&HlsSubType=&encrypt=
东南卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/50/20230724/01.m3u8?&HlsSubType=&encrypt=
青海卫视,https://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/qinghai/1000/01.m3u8?&HlsSubType=&encrypt=
云南卫视,https://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/yunnan/1000/01.m3u8?&HlsSubType=&encrypt=
云南卫视,https://zhzt.edehong.com:8001/srs1/live/2557455.flv
江西卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jxwshd/50/20190820/01.m3u8?&HlsSubType=&encrypt=
河南卫视,https://hlsbkmgsplive.miguvideo.com/wd-henanwssd-600/01.m3u8?&HlsSubType=&encrypt=
陕西卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/51/20220809/01.m3u8?&HlsSubType=&encrypt=
陕西卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/50/20220809/01.m3u8?&HlsSubType=&encrypt=
吉林卫视,https://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/01.m3u8?&HlsSubType=&encrypt=
广西卫视,https://hlsbkmgsplive.miguvideo.com/wd-guangxiwssd-600/01.m3u8?&HlsSubType=&encrypt=
西藏卫视,https://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/xizang/1000/01.m3u8?&HlsSubType=&encrypt=
内蒙古卫视,https://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/neimeng/1000/01.m3u8?&HlsSubType=&encrypt=
宁夏卫视,https://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/01.m3u8?&HlsSubType=&encrypt=
甘肃卫视,https://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/gansu/1000/01.m3u8?&HlsSubType=&encrypt=
重庆卫视,https://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/chongqing/1000/01.m3u8?&HlsSubType=&encrypt=
新疆卫视,https://hlsbkmgsplive.miguvideo.com/wd-xinjiangwssd-600/01.m3u8?&HlsSubType=&encrypt=
海南卫视,https://hlsbkmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/01.m3u8?&HlsSubType=&encrypt=
海峡卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/haixiaws/57/20230724/01.m3u8?&HlsSubType=&encrypt=
海峡卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/haixiaws/51/20230724/01.m3u8?&HlsSubType=&encrypt=
海峡卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/haixiaws/50/20230724/01.m3u8?&HlsSubType=&encrypt=


广东卫视,http://m.061899.xyz/mg/gdws
深圳卫视,http://m.061899.xyz/mg/szws
湖南卫视,http://m.061899.xyz/mg/hunws
北京卫视,http://m.061899.xyz/mg/bjws
东方卫视,http://m.061899.xyz/mg/dfws
浙江卫视,http://m.061899.xyz/mg/zjws
江苏卫视,http://m.061899.xyz/mg/jsws
天津卫视,http://m.061899.xyz/mg/tjws
安徽卫视,http://m.061899.xyz/mg/ahws
山东卫视,http://m.061899.xyz/mg/sdws
河北卫视,http://m.061899.xyz/mg/hbws
河南卫视,http://m.061899.xyz/mg/hnws
江西卫视,http://m.061899.xyz/mg/jxws
四川卫视,http://m.061899.xyz/mg/scws
重庆卫视,http://m.061899.xyz/mg/cqws
贵州卫视,http://m.061899.xyz/mg/gzws
湖北卫视,http://m.061899.xyz/mg/hubws
广西卫视,http://m.061899.xyz/mg/gxws
东南卫视,http://m.061899.xyz/mg/dnws
海南卫视,http://m.061899.xyz/mg/hinws
甘肃卫视,http://m.061899.xyz/mg/gsws
青海卫视,http://m.061899.xyz/mg/qhws
陕西卫视,http://m.061899.xyz/mg/sxws
宁夏卫视,http://m.061899.xyz/mg/nxws
新疆卫视,http://m.061899.xyz/mg/xjws
西藏卫视,http://m.061899.xyz/mg/xzws
吉林卫视,http://m.061899.xyz/mg/jlws


北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws


东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
宁夏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=nxws
厦门卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=xmws
云南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ynws
